EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany,TotalWorkingYears
733,28,No,Non-Travel,Human Resources,1,2,Life Sciences,Male,Human Resources,3,Single,4452,No,3,17,25
734,26,No,Travel_Rarely,Research & Development,6,1,Other,Female,Manufacturing Director,4,Divorced,3426,No,4,1,4
735,33,Yes,Travel_Rarely,Research & Development,18,3,Human Resources,Female,Research Scientist,3,Divorced,2623,Yes,1,3,5
736,48,No,Travel_Frequently,Sales,11,3,Technical Degree,Male,Manager,3,Divorced,12000,No,2,6,19
737,26,No,Travel_Frequently,Research & Development,8,3,Life Sciences,Male,Laboratory Technician,2,Divorced,11146,No,2,0,2
738,23,No,Travel_Rarely,Research & Development,2,2,Technical Degree,Female,Healthcare Representative,3,Married,9972,No,3,6,18
739,25,No,Travel_Frequently,Sales,3,3,Marketing,Male,Manager,2,Single,12000,No,4,0,4
740,48,No,Travel_Frequently,Sales,2,2,Human Resources,Male,Manager,2,Single,12000,No,2,9,16
741,28,Yes,Travel_Frequently,Sales,24,5,Life Sciences,Male,Sales Representative,1,Divorced,8480,No,3,1,2
742,28,No,Travel_Rarely,Sales,17,5,Human Resources,Male,Sales Executive,2,Married,8838,No,3,8,13
743,32,No,Travel_Rarely,Sales,1,3,Technical Degree,Male,Manager,4,Single,12000,No,2,3,11
744,25,No,Travel_Rarely,Research & Development,8,4,Other,Male,Laboratory Technician,2,Married,1604,No,3,21,34
745,23,No,Travel_Rarely,Research & Development,1,3,Medical,Male,Healthcare Representative,1,Divorced,3402,No,3,4,9
746,36,Yes,Travel_Frequently,Research & Development,17,2,Life Sciences,Male,Manager,2,Single,12000,Yes,2,2,15
747,27,No,Travel_Rarely,Research & Development,6,3,Marketing,Male,Healthcare Representative,4,Single,12154,No,3,8,10
748,51,No,Non-Travel,Sales,11,4,Human Resources,Female,Sales Representative,3,Single,9980,No,4,3,7
749,53,No,Travel_Frequently,Sales,2,5,Life Sciences,Female,Manager,4,Single,12000,No,3,7,10
750,35,No,Non-Travel,Research & Development,1,4,Other,Male,Manufacturing Director,1,Married,5166,No,3,0,0
751,23,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,Laboratory Technician,3,Married,3995,No,2,1,4
752,34,No,Non-Travel,Sales,7,3,Medical,Female,Sales Executive,3,Divorced,8053,No,3,17,21
753,26,Yes,Non-Travel,Research & Development,8,3,Human Resources,Female,Healthcare Representative,3,Divorced,8846,Yes,2,5,12
754,42,Yes,Travel_Rarely,Sales,14,4,Marketing,Male,Manager,1,Single,12000,Yes,3,36,47
755,25,Yes,Travel_Frequently,Research & Development,7,3,Technical Degree,Female,Manufacturing Director,3,Divorced,16020,Yes,3,0,8
756,32,Yes,Non-Travel,Sales,3,1,Other,Male,Manager,1,Single,12000,Yes,3,0,5
757,26,Yes,Travel_Rarely,Research & Development,2,3,Other,Female,Manufacturing Director,4,Divorced,4546,No,4,10,25
758,34,No,Travel_Rarely,Human Resources,9,4,Other,Male,Manager,3,Single,12000,No,3,11,20
759,22,No,Non-Travel,Research & Development,1,3,Human Resources,Male,Research Scientist,4,Divorced,9570,Yes,1,25,26
760,22,No,Travel_Frequently,Research & Development,8,2,Marketing,Male,Healthcare Representative,2,Single,7042,No,4,4,8
761,35,No,Travel_Frequently,Sales,18,4,Medical,Male,Sales Representative,3,Married,1130,Yes,3,8,14
762,37,No,Travel_Frequently,Research & Development,1,3,Technical Degree,Female,Manufacturing Director,2,Single,3713,No,3,2,2
763,39,No,Travel_Rarely,Research & Development,28,4,Marketing,Male,Research Director,3,Married,17000,No,3,15,20
764,42,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,Research Director,2,Divorced,17000,No,3,1,3
765,22,Yes,Non-Travel,Sales,18,3,Marketing,Male,Sales Executive,2,Divorced,2552,No,2,0,6
766,22,No,Travel_Frequently,Research & Development,6,3,Marketing,Female,Manufacturing Director,2,Married,5729,No,4,7,20
767,40,Yes,Non-Travel,Sales,2,3,Technical Degree,Female,Sales Representative,3,Divorced,2347,No,3,4,14
768,34,No,Travel_Rarely,Sales,16,3,Human Resources,Female,Sales Representative,3,Married,2612,No,3,1,4
769,31,Yes,Non-Travel,Research & Development,22,3,Life Sciences,Male,Manager,2,Divorced,12000,Yes,3,2,10
770,27,No,Travel_Frequently,Sales,3,4,Human Resources,Male,Sales Executive,3,Divorced,12249,No,2,9,14
771,48,Yes,Non-Travel,Research & Development,4,3,Human Resources,Female,Laboratory Technician,4,Single,7121,Yes,2,1,11
772,25,No,Non-Travel,Research & Development,19,3,Human Resources,Female,Manufacturing Director,3,Divorced,6923,No,2,2,9
773,21,No,Travel_Rarely,Sales,2,2,Human Resources,Male,Manager,4,Single,12000,No,3,26,39
774,21,No,Travel_Frequently,Sales,2,3,Medical,Female,Sales Representative,4,Divorced,10866,No,3,0,13
775,38,No,Non-Travel,Research & Development,11,4,Life Sciences,Male,Research Scientist,4,Single,2583,Yes,2,2,11
776,29,No,Travel_Rarely,Sales,9,4,Technical Degree,Female,Sales Representative,2,Married,7157,No,2,31,41
777,37,No,Travel_Frequently,Research & Development,7,4,Marketing,Female,Research Scientist,3,Single,6816,No,2,2,16
778,43,No,Travel_Rarely,Research & Development,1,4,Marketing,Female,Manufacturing Director,3,Single,2582,Yes,2,3,5
779,29,No,Non-Travel,Research & Development,4,5,Other,Male,Manager,3,Single,13567,Yes,3,8,9
780,27,No,Non-Travel,Human Resources,3,4,Human Resources,Male,Human Resources,4,Single,12865,No,3,28,34
781,27,No,Travel_Frequently,Research & Development,2,3,Medical,Female,Laboratory Technician,2,Married,4268,No,2,1,2
782,31,Yes,Non-Travel,Research & Development,29,3,Marketing,Female,Manager,3,Divorced,12000,No,3,1,5
783,37,No,Non-Travel,Research & Development,17,3,Medical,Female,Healthcare Representative,2,Married,4986,Yes,2,2,7
784,26,Yes,Non-Travel,Sales,10,1,Technical Degree,Male,Sales Executive,4,Married,2466,No,3,2,4
785,34,No,Non-Travel,Sales,4,5,Medical,Male,Manager,2,Married,12000,No,4,8,20
786,39,No,Travel_Frequently,Research & Development,13,4,Other,Male,Manufacturing Director,4,Married,9295,No,3,1,7
787,33,No,Travel_Frequently,Research & Development,3,5,Marketing,Female,Healthcare Representative,2,Married,3167,No,2,9,16
788,27,Yes,Travel_Frequently,Research & Development,13,4,Human Resources,Female,Manufacturing Director,2,Divorced,9333,Yes,3,0,14
789,29,No,Travel_Rarely,Research & Development,5,4,Human Resources,Male,Laboratory Technician,1,Single,5832,No,4,1,9
790,34,No,Travel_Frequently,Research & Development,1,4,Other,Male,Research Scientist,2,Single,8929,No,2,22,34
791,38,No,Travel_Frequently,Sales,9,2,Technical Degree,Male,Sales Executive,4,Single,4893,No,3,6,14
792,27,No,Travel_Frequently,Research & Development,20,3,Life Sciences,Male,Manufacturing Director,4,Married,13122,No,2,5,11
793,33,Yes,Travel_Frequently,Sales,1,2,Marketing,Female,Sales Executive,3,Divorced,11231,No,2,2,16
794,26,No,Non-Travel,Sales,10,2,Medical,Male,Sales Representative,4,Single,2890,Yes,4,29,36
795,40,No,Travel_Rarely,Sales,3,4,Human Resources,Male,Sales Executive,2,Married,5178,No,2,7,12
796,34,Yes,Travel_Frequently,Research & Development,11,4,Technical Degree,Male,Healthcare Representative,4,Single,1250,No,3,35,41
797,43,Yes,Travel_Rarely,Sales,3,3,Life Sciences,Male,Sales Representative,3,Married,6180,Yes,3,4,10
798,44,No,Travel_Rarely,Research & Development,1,2,Human Resources,Female,Research Director,3,Married,17000,No,2,26,30
799,49,Yes,Non-Travel,Research & Development,9,2,Marketing,Female,Laboratory Technician,2,Married,7795,No,3,3,15
800,27,No,Travel_Rarely,Research & Development,28,3,Medical,Female,Research Director,4,Married,17000,No,1,4,13
801,33,Yes,Non-Travel,Sales,14,3,Other,Male,Sales Executive,4,Single,7140,Yes,3,4,4
802,26,No,Non-Travel,Research & Development,14,4,Life Sciences,Female,Laboratory Technician,3,Divorced,9086,No,3,14,25
803,32,No,Travel_Frequently,Research & Development,5,4,Medical,Male,Manufacturing Director,3,Married,7528,No,2,2,7
804,25,No,Travel_Rarely,Sales,1,4,Human Resources,Female,Sales Representative,3,Divorced,5547,No,2,8,8
805,27,No,Travel_Frequently,Research & Development,8,4,Technical Degree,Female,Manager,2,Married,12000,No,3,23,33
806,24,No,Travel_Rarely,Research & Development,12,3,Marketing,Male,Manager,3,Divorced,12000,No,2,1,4
807,25,No,Travel_Rarely,Sales,9,3,Life Sciences,Female,Manager,2,Single,12000,No,1,1,16
808,30,No,Travel_Rarely,Research & Development,25,3,Technical Degree,Female,Manufacturing Director,4,Married,2369,Yes,2,1,11
809,27,No,Travel_Rarely,Sales,27,4,Other,Female,Manager,2,Divorced,12156,Yes,3,7,14
810,28,Yes,Travel_Rarely,Research & Development,18,1,Medical,Male,Research Scientist,2,Single,1328,No,3,5,13
811,34,No,Travel_Rarely,Research & Development,1,3,Human Resources,Male,Healthcare Representative,4,Single,4138,No,3,17,21
812,54,No,Travel_Frequently,Sales,3,4,Human Resources,Female,Sales Representative,3,Married,11473,No,4,6,8
813,31,No,Travel_Rarely,Sales,10,3,Other,Female,Manager,4,Single,14040,No,4,4,12
814,32,Yes,Travel_Rarely,Research & Development,8,2,Human Resources,Female,Healthcare Representative,4,Single,6634,Yes,2,1,12
815,28,No,Travel_Rarely,Research & Development,2,4,Marketing,Female,Manufacturing Director,3,Divorced,2589,No,3,3,7
816,31,No,Travel_Frequently,Sales,1,3,Marketing,Male,Manager,2,Married,12000,No,3,2,13
817,29,No,Travel_Frequently,Sales,6,2,Other,Female,Sales Representative,2,Single,7031,No,1,10,18
818,20,No,Travel_Rarely,Sales,26,5,Marketing,Female,Sales Representative,3,Divorced,5533,No,3,4,12
819,29,No,Non-Travel,Sales,3,2,Human Resources,Male,Sales Representative,4,Divorced,8787,No,4,4,6
820,20,No,Travel_Rarely,Research & Development,1,2,Marketing,Female,Research Scientist,4,Divorced,4406,No,3,37,52
821,41,No,Travel_Frequently,Sales,3,2,Technical Degree,Female,Manager,4,Single,12000,No,3,10,17
822,37,Yes,Travel_Rarely,Sales,6,2,Other,Male,Sales Executive,4,Divorced,4187,No,4,3,10
823,32,No,Non-Travel,Research & Development,1,5,Human Resources,Female,Research Scientist,1,Married,1655,No,3,11,11
824,47,Yes,Travel_Frequently,Sales,7,3,Technical Degree,Male,Sales Representative,2,Married,7178,No,3,10,20
825,32,No,Travel_Frequently,Research & Development,10,4,Human Resources,Female,Laboratory Technician,4,Married,6491,No,3,17,30
826,36,No,Travel_Frequently,Research & Development,6,4,Technical Degree,Female,Laboratory Technician,4,Divorced,1550,No,2,2,8
827,36,Yes,Travel_Frequently,Research & Development,6,4,Other,Male,Research Scientist,3,Single,11800,Yes,2,1,12
828,35,No,Non-Travel,Research & Development,11,3,Technical Degree,Male,Healthcare Representative,3,Divorced,7693,No,3,5,14
829,24,No,Non-Travel,Research & Development,3,4,Life Sciences,Male,Laboratory Technician,3,Single,11327,No,1,2,7
830,25,Yes,Travel_Frequently,Research & Development,10,3,Marketing,Male,Manufacturing Director,1,Single,6041,No,1,7,10
831,27,No,Travel_Frequently,Research & Development,29,2,Medical,Male,Research Director,3,Single,17000,No,3,2,5
832,24,Yes,Travel_Rarely,Sales,5,3,Human Resources,Female,Sales Executive,4,Married,15664,No,3,1,15
833,37,No,Non-Travel,Research & Development,2,2,Technical Degree,Male,Manufacturing Director,3,Single,17830,Yes,3,2,5
834,26,No,Travel_Rarely,Research & Development,26,2,Other,Male,Research Scientist,3,Single,8893,No,3,0,9
835,26,No,Travel_Rarely,Research & Development,5,3,Marketing,Male,Research Scientist,3,Married,12463,No,3,1,12
836,38,No,Travel_Frequently,Sales,12,3,Marketing,Female,Manager,3,Single,12000,No,2,1,16
837,29,No,Travel_Rarely,Research & Development,15,5,Human Resources,Female,Research Scientist,4,Single,2633,Yes,1,5,15
838,38,No,Non-Travel,Sales,2,1,Medical,Male,Manager,3,Married,12000,Yes,3,38,44
839,44,No,Non-Travel,Research & Development,10,3,Marketing,Female,Healthcare Representative,3,Married,17260,No,3,39,41
840,26,No,Travel_Frequently,Sales,2,3,Human Resources,Female,Manager,3,Divorced,12000,No,3,9,19
841,26,No,Travel_Rarely,Sales,2,1,Technical Degree,Female,Sales Representative,4,Single,8469,No,4,0,13
842,49,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Manager,3,Single,12000,No,2,5,9
843,25,No,Travel_Frequently,Sales,2,3,Technical Degree,Male,Sales Executive,3,Married,12747,No,3,1,16
844,22,No,Travel_Frequently,Research & Development,17,4,Technical Degree,Female,Manufacturing Director,4,Single,8639,No,3,9,19
845,38,Yes,Non-Travel,Sales,18,3,Life Sciences,Male,Sales Executive,2,Married,2617,Yes,3,0,7
846,38,Yes,Non-Travel,Research & Development,12,4,Marketing,Female,Manager,2,Divorced,12470,No,3,2,7
847,33,Yes,Travel_Frequently,Research & Development,7,3,Medical,Male,Manager,4,Married,12000,No,3,2,6
848,33,No,Travel_Frequently,Research & Development,3,4,Life Sciences,Female,Research Director,3,Single,17000,No,3,5,11
849,31,No,Travel_Frequently,Research & Development,29,4,Medical,Male,Manufacturing Director,4,Single,7850,No,4,29,32
850,29,No,Non-Travel,Research & Development,19,5,Technical Degree,Female,Manager,3,Single,12000,No,3,2,4
851,60,No,Travel_Rarely,Research & Development,9,4,Other,Female,Laboratory Technician,4,Divorced,12188,Yes,3,2,8
852,38,No,Travel_Frequently,Research & Development,3,4,Human Resources,Male,Manufacturing Director,4,Divorced,15219,Yes,3,2,2
853,30,No,Travel_Rarely,Research & Development,3,4,Marketing,Female,Manufacturing Director,4,Married,12832,No,3,6,12
854,21,No,Non-Travel,Research & Development,13,2,Medical,Male,Manager,2,Divorced,12000,Yes,4,12,14
855,38,No,Travel_Frequently,Research & Development,16,4,Human Resources,Male,Manager,2,Married,12000,Yes,1,2,16
856,30,No,Non-Travel,Sales,1,2,Marketing,Female,Sales Representative,2,Single,2549,Yes,3,0,7
857,37,Yes,Travel_Rarely,Sales,6,4,Life Sciences,Male,Manager,3,Single,12000,Yes,3,1,2
858,26,No,Travel_Frequently,Research & Development,3,1,Marketing,Male,Laboratory Technician,1,Single,2179,No,2,1,2
859,40,No,Travel_Rarely,Human Resources,1,4,Technical Degree,Female,Human Resources,2,Married,3941,No,3,3,5
860,59,No,Travel_Rarely,Sales,12,3,Medical,Female,Manager,1,Single,14864,No,3,8,9
861,33,No,Travel_Frequently,Research & Development,4,3,Human Resources,Male,Laboratory Technician,3,Single,9352,Yes,3,1,9
862,35,Yes,Travel_Rarely,Research & Development,19,4,Human Resources,Female,Research Scientist,2,Single,4776,Yes,3,26,40
863,26,No,Non-Travel,Research & Development,14,3,Marketing,Male,Healthcare Representative,1,Married,3931,Yes,3,31,42
864,27,No,Travel_Rarely,Research & Development,2,3,Medical,Male,Manager,2,Married,12000,Yes,4,6,20
865,32,No,Travel_Rarely,Research & Development,13,3,Technical Degree,Male,Manufacturing Director,3,Married,8406,No,2,9,17
866,25,No,Travel_Frequently,Research & Development,1,1,Technical Degree,Male,Laboratory Technician,3,Married,3902,Yes,4,4,18
867,22,No,Non-Travel,Research & Development,9,4,Life Sciences,Male,Research Director,3,Divorced,17000,Yes,2,3,4
868,21,No,Non-Travel,Sales,29,3,Other,Male,Manager,2,Divorced,12000,No,3,4,10
869,51,No,Non-Travel,Research & Development,14,4,Technical Degree,Male,Manager,4,Divorced,12000,No,2,2,3
870,40,No,Non-Travel,Research & Development,2,5,Technical Degree,Male,Laboratory Technician,2,Single,1933,No,2,6,6
871,32,Yes,Travel_Frequently,Research & Development,6,4,Medical,Male,Research Scientist,1,Single,2227,Yes,3,1,6
872,33,Yes,Travel_Rarely,Sales,17,1,Medical,Male,Sales Representative,4,Divorced,2384,Yes,3,0,10
873,23,No,Travel_Rarely,Sales,19,4,Marketing,Male,Sales Representative,3,Divorced,6060,No,2,31,38
874,34,No,Travel_Frequently,Research & Development,11,4,Technical Degree,Female,Research Director,4,Married,17000,No,1,37,51
875,47,No,Travel_Frequently,Research & Development,8,4,Medical,Male,Healthcare Representative,2,Divorced,1858,No,3,0,1
876,31,No,Travel_Frequently,Sales,5,4,Medical,Female,Sales Executive,3,Married,2802,No,3,2,2
877,45,No,Non-Travel,Research & Development,7,1,Medical,Female,Manufacturing Director,2,Divorced,12653,No,1,1,3
878,37,No,Travel_Rarely,Sales,13,4,Medical,Female,Sales Executive,2,Divorced,2808,No,4,1,9
879,19,No,Non-Travel,Research & Development,1,4,Technical Degree,Male,Research Director,4,Single,17000,No,3,2,8
880,26,Yes,Non-Travel,Sales,6,4,Technical Degree,Male,Sales Executive,4,Single,3128,No,1,1,1
881,34,No,Travel_Frequently,Sales,4,3,Marketing,Male,Manager,4,Divorced,12000,Yes,1,8,13
882,34,Yes,Travel_Frequently,Research & Development,6,3,Other,Male,Manager,2,Single,12000,No,3,1,11
883,27,No,Non-Travel,Sales,3,1,Marketing,Male,Sales Representative,1,Single,2919,Yes,3,7,19
884,35,No,Travel_Frequently,Sales,1,5,Other,Female,Sales Executive,3,Divorced,1609,No,3,14,19
885,30,No,Non-Travel,Research & Development,9,3,Other,Male,Manager,3,Single,12000,No,3,6,11
886,35,Yes,Travel_Frequently,Sales,2,3,Human Resources,Female,Sales Representative,1,Married,2859,No,2,0,0
887,23,No,Travel_Frequently,Research & Development,3,3,Technical Degree,Female,Research Director,3,Married,17000,Yes,3,12,24
888,33,No,Travel_Rarely,Research & Development,2,2,Other,Male,Research Scientist,4,Single,12736,No,3,2,3
889,29,No,Travel_Rarely,Research & Development,2,4,Human Resources,Female,Healthcare Representative,1,Single,2891,Yes,2,1,16
890,27,No,Travel_Rarely,Research & Development,5,5,Technical Degree,Male,Manufacturing Director,3,Single,10156,No,3,4,13
891,35,No,Travel_Frequently,Sales,22,4,Life Sciences,Male,Sales Executive,4,Divorced,7920,No,4,5,15
892,28,No,Travel_Rarely,Research & Development,12,3,Human Resources,Male,Research Director,4,Single,17000,No,3,26,36
893,51,No,Travel_Frequently,Research & Development,7,2,Medical,Female,Research Director,2,Married,17000,No,2,6,8
894,60,Yes,Non-Travel,Sales,4,1,Medical,Female,Sales Representative,3,Divorced,1387,Yes,3,17,25
895,36,No,Non-Travel,Sales,10,3,Technical Degree,Male,Manager,2,Divorced,12000,No,3,17,17
896,35,No,Non-Travel,Research & Development,19,3,Other,Female,Laboratory Technician,1,Married,13165,No,3,8,21
897,21,No,Non-Travel,Research & Development,7,3,Marketing,Female,Laboratory Technician,4,Single,6738,No,3,13,24
898,42,Yes,Non-Travel,Research & Development,8,4,Medical,Female,Research Scientist,3,Divorced,3352,Yes,2,2,16
899,24,Yes,Non-Travel,Sales,21,3,Life Sciences,Male,Sales Executive,4,Married,5976,No,2,26,31
900,25,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,Manufacturing Director,4,Divorced,5775,Yes,3,1,11
901,29,No,Travel_Rarely,Research & Development,14,1,Medical,Male,Research Director,1,Single,17000,Yes,3,2,9
902,45,No,Travel_Rarely,Research & Development,9,3,Other,Male,Healthcare Representative,3,Divorced,12704,No,2,2,16
903,40,Yes,Non-Travel,Sales,2,4,Human Resources,Male,Manager,4,Divorced,12000,Yes,4,10,21
904,32,No,Travel_Frequently,Research & Development,11,3,Life Sciences,Female,Manufacturing Director,4,Single,15921,No,2,0,14
905,25,No,Non-Travel,Research & Development,19,4,Other,Female,Healthcare Representative,3,Married,8501,No,2,8,22
906,35,No,Non-Travel,Research & Development,7,1,Technical Degree,Female,Manager,4,Single,12000,No,4,3,12
907,37,No,Non-Travel,Sales,5,4,Medical,Female,Sales Executive,3,Married,2138,No,3,0,10
908,45,No,Travel_Frequently,Sales,1,4,Marketing,Male,Sales Executive,2,Divorced,2214,No,3,1,14
909,25,No,Non-Travel,Research & Development,29,3,Life Sciences,Female,Manufacturing Director,2,Divorced,1855,No,3,3,11
910,22,No,Travel_Frequently,Sales,5,3,Technical Degree,Male,Manager,1,Married,12478,No,3,0,11
911,27,No,Travel_Rarely,Research & Development,15,3,Human Resources,Female,Laboratory Technician,4,Married,4587,No,3,5,11
912,34,No,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,Manufacturing Director,3,Single,6402,No,3,39,54
913,41,No,Travel_Frequently,Sales,4,3,Life Sciences,Female,Manager,3,Single,12000,No,4,3,3
914,38,Yes,Travel_Rarely,Sales,9,3,Technical Degree,Male,Sales Executive,2,Divorced,6688,No,1,3,8
915,30,Yes,Non-Travel,Sales,2,5,Other,Female,Sales Executive,2,Single,1157,Yes,3,2,4
916,33,No,Non-Travel,Research & Development,2,4,Human Resources,Male,Manager,2,Single,12000,No,3,1,9
917,25,Yes,Travel_Rarely,Sales,10,2,Human Resources,Male,Manager,1,Married,12000,No,1,23,38
918,31,Yes,Travel_Frequently,Sales,16,5,Medical,Male,Sales Executive,4,Single,10247,Yes,3,5,19
919,31,Yes,Travel_Rarely,Sales,4,2,Life Sciences,Female,Sales Representative,3,Single,2276,No,3,1,12
920,26,No,Non-Travel,Research & Development,3,2,Human Resources,Female,Healthcare Representative,3,Single,9330,No,1,21,26
921,43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,Manager,4,Married,12000,No,3,33,33
922,58,No,Travel_Rarely,Research & Development,8,4,Human Resources,Female,Research Director,4,Divorced,17000,Yes,1,12,23
923,41,No,Non-Travel,Research & Development,4,5,Medical,Male,Manager,1,Divorced,12000,No,1,0,0
924,39,Yes,Non-Travel,Research & Development,1,5,Technical Degree,Female,Healthcare Representative,2,Married,19148,Yes,3,2,9
925,35,No,Travel_Rarely,Sales,3,3,Other,Male,Sales Representative,4,Divorced,2253,No,3,8,17
926,23,Yes,Travel_Rarely,Research & Development,12,4,Life Sciences,Female,Research Director,3,Married,17000,Yes,3,35,48
927,36,No,Travel_Frequently,Research & Development,3,4,Technical Degree,Female,Research Director,4,Single,17000,Yes,3,14,26
928,45,No,Travel_Frequently,Sales,9,2,Medical,Male,Manager,2,Divorced,12369,Yes,4,0,9
929,27,No,Travel_Frequently,Research & Development,5,3,Human Resources,Male,Manager,1,Divorced,12000,No,3,6,18
930,60,Yes,Travel_Rarely,Research & Development,17,4,Life Sciences,Female,Research Scientist,4,Single,15330,No,3,2,2
931,27,No,Travel_Rarely,Research & Development,2,3,Technical Degree,Female,Research Scientist,4,Single,5075,No,2,5,6
932,32,No,Travel_Frequently,Sales,1,3,Human Resources,Female,Sales Representative,4,Divorced,2480,Yes,2,1,12
933,24,No,Non-Travel,Research & Development,14,4,Medical,Male,Healthcare Representative,2,Single,3882,No,3,11,13
934,26,Yes,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,Research Director,3,Divorced,17000,No,4,1,11
935,32,No,Travel_Frequently,Human Resources,1,4,Marketing,Female,Human Resources,3,Single,11217,Yes,3,2,6
936,29,No,Non-Travel,Research & Development,8,3,Technical Degree,Male,Research Scientist,1,Single,6295,No,3,21,27
937,37,No,Travel_Frequently,Research & Development,6,4,Other,Female,Research Director,3,Married,17000,No,4,16,24
938,31,No,Travel_Rarely,Research & Development,3,5,Medical,Male,Manufacturing Director,2,Single,7119,No,2,4,13
939,32,Yes,Travel_Frequently,Research & Development,3,5,Life Sciences,Female,Healthcare Representative,1,Married,17356,Yes,3,1,16
940,26,No,Travel_Rarely,Research & Development,6,3,Marketing,Female,Manager,1,Single,12000,No,3,6,6
941,38,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,Research Scientist,3,Married,6241,No,3,25,36
942,38,No,Travel_Rarely,Research & Development,1,4,Marketing,Female,Manufacturing Director,2,Married,7552,Yes,3,4,19
943,26,No,Travel_Rarely,Sales,3,2,Technical Degree,Male,Sales Executive,4,Married,4531,No,1,5,14
944,29,Yes,Travel_Rarely,Sales,12,3,Marketing,Female,Manager,4,Married,12000,No,4,0,7
945,23,No,Travel_Frequently,Research & Development,4,4,Human Resources,Male,Manager,1,Single,12000,No,4,10,18
946,37,No,Travel_Frequently,Research & Development,8,4,Technical Degree,Female,Manufacturing Director,2,Married,9300,No,3,0,0
947,50,No,Travel_Rarely,Research & Development,4,5,Life Sciences,Male,Research Director,3,Married,17000,No,2,8,12
948,28,No,Travel_Rarely,Research & Development,29,5,Life Sciences,Female,Manufacturing Director,1,Single,2758,No,3,9,22
949,33,No,Non-Travel,Research & Development,8,2,Human Resources,Male,Research Scientist,3,Divorced,10692,No,3,2,6
950,33,No,Travel_Rarely,Research & Development,12,4,Life Sciences,Female,Research Scientist,4,Married,2677,No,3,5,11
951,28,No,Non-Travel,Research & Development,1,5,Human Resources,Male,Manager,3,Single,12000,No,3,38,46
952,34,No,Non-Travel,Research & Development,21,5,Technical Degree,Female,Research Director,2,Single,17000,Yes,3,8,10
953,22,No,Non-Travel,Research & Development,1,4,Medical,Male,Research Director,4,Divorced,17000,No,3,4,7
954,28,No,Travel_Frequently,Research & Development,5,3,Human Resources,Female,Healthcare Representative,3,Single,4873,No,3,2,14
955,39,No,Non-Travel,Sales,5,3,Technical Degree,Female,Manager,1,Divorced,12000,Yes,2,0,5
956,40,No,Travel_Frequently,Sales,15,5,Marketing,Female,Sales Executive,4,Married,10839,No,2,8,15
957,31,No,Non-Travel,Sales,8,4,Other,Male,Sales Representative,2,Divorced,3119,No,3,2,8
958,40,No,Travel_Frequently,Research & Development,18,3,Human Resources,Male,Research Director,3,Married,17000,No,3,5,5
959,32,Yes,Non-Travel,Sales,15,2,Medical,Male,Sales Representative,3,Divorced,7730,Yes,3,1,4
960,21,Yes,Non-Travel,Research & Development,7,3,Life Sciences,Female,Manager,3,Single,12000,Yes,3,30,42
961,30,No,Travel_Rarely,Research & Development,1,4,Other,Male,Research Scientist,4,Married,6649,No,1,1,6
962,28,Yes,Travel_Rarely,Sales,4,4,Human Resources,Female,Sales Representative,2,Married,6350,Yes,3,3,3
963,25,No,Non-Travel,Research & Development,4,2,Medical,Male,Manager,1,Divorced,12000,No,2,7,9
964,27,No,Non-Travel,Research & Development,1,2,Life Sciences,Male,Manager,2,Single,12000,No,4,5,9
965,41,No,Travel_Frequently,Sales,4,3,Marketing,Female,Sales Executive,3,Divorced,6304,Yes,3,3,14
966,33,No,Travel_Frequently,Research & Development,1,4,Technical Degree,Female,Research Scientist,4,Married,7537,Yes,3,11,12
967,23,Yes,Travel_Rarely,Research & Development,1,1,Medical,Male,Research Scientist,3,Divorced,2588,No,3,1,10
968,48,No,Non-Travel,Human Resources,8,4,Technical Degree,Male,Manager,2,Single,12000,No,2,40,48
969,25,No,Non-Travel,Research & Development,6,4,Human Resources,Female,Manufacturing Director,3,Divorced,9957,No,3,11,12
970,33,Yes,Non-Travel,Research & Development,5,3,Human Resources,Male,Laboratory Technician,4,Married,10955,Yes,3,4,8
971,43,No,Non-Travel,Research & Development,11,5,Marketing,Female,Manufacturing Director,4,Single,3919,Yes,2,2,3
972,29,No,Travel_Frequently,Sales,3,2,Technical Degree,Female,Manager,4,Single,12000,No,3,30,35
973,35,No,Travel_Rarely,Research & Development,13,3,Marketing,Female,Manufacturing Director,3,Married,12607,Yes,3,5,8
974,36,No,Travel_Rarely,Research & Development,1,5,Other,Female,Laboratory Technician,4,Divorced,12342,Yes,3,3,5
975,35,No,Travel_Frequently,Research & Development,11,4,Life Sciences,Male,Manufacturing Director,3,Divorced,9878,No,2,12,17
976,38,No,Non-Travel,Research & Development,20,2,Medical,Female,Manager,3,Single,12000,No,2,1,12
977,29,No,Non-Travel,Sales,2,4,Technical Degree,Female,Sales Representative,3,Married,7589,Yes,2,4,9
